[Header]
TITLE, default name
FILEOPENTIME, 34996355.38, 2/17/2023, 5:10 PM
BYAPP, Resistivity, 2.0, 1.0
INFO, APPNAME, PPMS MultiVu Application, Release 1.5.0.19
INFO, , Sample1 Name
INFO, 1, Sample1 Cross Section
INFO, 1, Sample1 Length
INFO, Ohm-m, Sample1 Units
INFO, , Sample2 Name
INFO, 1, Sample2 Cross Section
INFO, 1, Sample2 Length
INFO, Ohm-m, Sample2 Units
INFO, , Sample3 Name
INFO, 1, Sample3 Cross Section
INFO, 1, Sample3 Length
INFO, Ohm-m, Sample3 Units
INFO, , Sample4 Name
INFO, 1, Sample4 Cross Section
INFO, 1, Sample4 Length
INFO, Ohm-m, Sample4 Units
FIELDGROUP, Resistivity,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
STARTUPGROUP, Resistivity
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 7, LINEAR, AUTO
STARTUPAXIS, Y2, 9, LINEAR, AUTO
STARTUPAXIS, Y3, 11, LINEAR, AUTO
PLOT_APPEARANCE, ALL, HORZ_GRID_ON, VERT_GRID_ON, MARKERS_AND_LINES, ALL_LINES
DATATYPE, TIME, 2
DATATYPE, COMMENT, 1
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Bridge 1 Resistivity (Ohm-m),Bridge 1 Excitation (uA),Bridge 2 Resistivity (Ohm-m),Bridge 2 Excitation (uA),Bridge 3 Resistivity (Ohm-m),Bridge 3 Excitation (uA),Bridge 4 Resistivity (Ohm-m),Bridge 4 Excitation (uA),Bridge 1 Std. Dev. (Ohm-m),Bridge 2 Std. Dev. (Ohm-m),Bridge 3 Std. Dev. (Ohm-m),Bridge 4 Std. Dev. (Ohm-m),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms),Bridge 3 Resistance (Ohms),Bridge 4 Resistance (Ohms),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,34996409.80,69953,10.0001497268677,-400.075157470703,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.2931,,,,,,,,,,
,34996443.92,69953,9.99969959259033,-394.989840087891,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.2882,,,,,,,,,,
,34996485.13,69953,9.9997501373291,-390.030678710937,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.2980,,,,,,,,,,
,34996519.33,69953,10.0001001358032,-385.003836669922,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.3029,,,,,,,,,,
,34996553.27,69953,10.000500202179,-380.066158447266,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.2931,,,,,,,,,,
,34996587.16,69953,10.0002999305725,-374.968521728516,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.2003,,,,,,,,,,
,34996621.33,69953,10.0002002716064,-370.042879638672,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.1954,,,,,,,,,,
,34996662.13,69953,10.0003499984741,-365.042202148438,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.2149,,,,,,,,,,
,34996696.20,69953,10.0001502037048,-359.964040527344,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.2833,,,,,,,,,,
,34996730.72,69953,9.99924993515015,-355.094760742187,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.2589,,,,,,,,,,
,34996764.75,4417,9.99949979782104,-350.149080810547,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.2345,,,,,,,,,,
,34996798.77,4417,9.99919986724854,-345.032198486328,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.3615,,,,,,,,,,
,34996839.84,4417,9.99965000152588,-339.990157470703,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.3224,,,,,,,,,,
,34996874.36,4417,9.99984979629517,-335.064879150391,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.3859,,,,,,,,,,
,34996908.19,4417,9.99930000305176,-330.0048828125,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.3810,,,,,,,,,,
,34996942.13,4417,9.99984979629517,-324.918559570312,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.4299,,,,,,,,,,
,34996976.30,69953,10.0002999305725,-320.025281982422,90.0139999389648,,,,,,,,,,,,,0,,,,,,0.3810,,,,,,,,,,
