-400.075157470703,0.2931,399.957078857422,0.1905,-399.88328125,-0.127,399.945080566406,0.3371,-400.054197998047,0.298,399.947121582031,0.6644,-399.840317382812,0.8891,399.941319580078,1.021,-400.054080810547,0.8256,399.925599365234,1.0259,-400.056202392578,0.9135,399.939641113281,0.8745,-399.869400634766,0.767,399.938519287109,0.8403,-400.070280761719,1.0747,399.936716308594,1.0112,-400.081678466797,1.0161,399.953801269531,1.0161,-399.868118896484,0.9624,399.94923828125,0.5862,-399.873319091797,1.0601,399.966159667969,0.679,-399.878278808594,1.1334,399.940600585937,1.2799
-394.989840087891,0.2882,395.091199951172,0.298,-394.973160400391,-0.1124,395.054918212891,0.3078,-394.977359619141,0.3957,395.068559570313,0.6888,-394.981717529297,0.8891,395.068681640625,0.9722,-395.130159912109,0.7816,395.050118408203,1.0161,-394.955959472656,0.9233,395.05419921875,0.8647,-394.967755126953,0.6595,395.071440429688,0.8549,-394.963358154297,1.1334,395.056239013672,1.0112,-394.989796142578,1.1627,395.073801269531,1.0747,-394.987800292969,0.8256,395.076038818359,0.9184,-394.977280273437,1.0161,395.067161865234,0.7865,-394.972635498047,1.0894,395.067481689453,1.2066
-390.030678710937,0.298,390.120478515625,0.298,-390.122199707031,-0.1759,390.10099609375,0.3224,-390.116319580078,0.4787,390.106560058594,0.7035,-390.110316162109,0.7767,390.069044189453,1.0308,-390.090198974609,0.7084,390.06923828125,0.8842,-390.107600097656,0.9184,390.080600585937,0.8696,-390.013958740234,0.7914,390.092719726563,0.767,-390.0082421875,1.1431,390.132122802734,1.0064,-390.103680419922,1.1138,390.107681884766,0.9673,-390.140559082031,0.8354,390.098157958984,0.9868,-390.146276855469,1.0259,390.108839111328,0.5813,-390.124317626953,1.1236,390.076519775391,1.2897
-385.003836669922,0.3029,385.057841796875,0.298,-384.993161621094,-0.044,385.077961425781,0.4152,-385.181322021484,0.4152,385.067156982422,0.723,-384.980357666016,0.8305,385.063922119141,0.9038,-385.148759765625,0.7865,385.042839355469,1.0064,-384.975718994141,0.7963,385.044001464844,0.8696,-384.974599609375,0.7279,385.079078369141,0.8012,-384.995677490234,1.0601,385.066719970703,0.9722,-385.013358154297,1.1578,385.0766796875,0.9477,-384.982121582031,0.8305,385.072718505859,1.0161,-384.998598632813,0.9917,385.076080322266,0.6497,-385.003599853516,1.0503,385.057637939453,1.2702
-380.066158447266,0.2931,380.151959228516,0.2833,-380.082838134766,0.0147,379.968156738281,0.3908,-380.067280273438,0.3566,379.942119140625,0.6253,-380.061081542969,0.8207,380.128802490234,0.977,-380.158718261719,0.8207,380.125678710938,0.9917,-380.036239013672,0.9428,380.142957763672,0.9722,-380.173796386719,0.8061,380.131278076172,0.8891,-380.069477539063,1.021,380.158717041016,1.0259,-380.064400634766,1.1236,380.130081787109,0.9575,-380.069516601563,0.8793,380.14328125,0.9526,-380.06671875,1.0357,379.963120117187,0.7328,-380.170638427734,1.2018,380.147760009766,1.2653
-374.968521728516,0.2003,375.048395996094,0.2687,-374.982921142578,-0.0782,375.055480957031,0.3713,-374.975119628906,0.3615,375.031362304687,0.8891,-374.965402832031,0.8989,375.029477539063,0.8647,-375.171640625,0.7621,374.996762695313,1.0552,-374.948720703125,0.8451,375.035119628906,0.977,-374.970802001953,0.6448,375.025681152344,1.2066,-374.959317626953,1.0747,375.041561279297,1.0064,-374.978278808594,1.1285,375.0433984375,1.0357,-374.972678222656,0.9966,375.048800048828,1.0405,-374.986077880859,1.0552,375.034801025391,0.8256,-375.165599365234,1.1089,375.055239257813,1.2066
-370.042879638672,0.1954,369.979958496094,0.3273,-370.053199462891,-0.1124,370.001280517578,0.3664,-370.034879150391,0.3566,370.00416015625,0.85,-370.02916015625,0.9086,370.123118896484,0.9135,-370.016481933594,0.8012,370.101240234375,1.0747,-370.042640380859,0.8256,369.978718261719,0.938,-370.061079101562,0.7865,370.114720458984,1.1236,-370.026480712891,1.1187,370.128082275391,1.0405,-370.075401611328,1.2115,370.014803466797,0.8207,-370.061118164063,0.9477,369.995076904297,0.8842,-370.061318359375,1.0064,370.003399658203,0.6839,-369.916599121094,1.1285,369.988878173828,1.1578
-365.042202148438,0.2149,365.125522460937,0.3957,-365.024244384766,-0.127,365.110522460937,0.2785,-365.033078613281,0.3859,365.088598632812,0.8451,-365.030040283203,0.7621,365.090363769531,0.9038,-365.009360351563,0.8207,365.049916992187,1.0503,-365.109519042969,0.8256,365.075921630859,0.9526,-365.017838134766,0.7328,365.102758789062,1.2066,-365.128402099609,1.0308,365.124517822266,1.0894,-365.025560302734,1.1187,365.115396728516,0.8696,-365.015479736328,0.8891,365.073034667969,0.9624,-365.013161621094,0.9135,365.114038085938,0.7035,-365.015679931641,1.1822,365.095397949219,1.2408
-359.964040527344,0.2833,360.050240478516,0.4152,-359.970281982422,-0.127,360.028840332031,0.4446,-359.942722167969,0.4641,360.038720703125,0.8305,-359.942039794922,0.8061,360.032160644531,1.0405,-360.144678955078,0.8354,360.021878662109,0.9477,-360.133603515625,0.9477,360.030721435547,0.9575,-359.946997070312,0.7963,360.041639404297,1.1529,-359.966285400391,0.938,360.049562988281,1.0259,-359.959321289062,1.1236,360.033001708984,0.894,-359.970440673828,0.9233,360.058720703125,1.0894,-359.963082275391,0.9086,360.046678466797,0.6448,-359.976040039063,1.1724,360.036798095703,1.2653
-355.094760742187,0.2589,355.076595458984,0.5178,-355.096162109375,-0.0684,355.061680908203,0.4885,-355.083759765625,0.3078,355.057521972656,0.8207,-355.082841796875,0.7377,355.06748046875,0.9673,-355.078880615234,0.7914,355.066201171875,1.0405,-355.071038818359,0.7719,355.057197265625,0.9575,-355.082919921875,0.7816,355.070084228516,1.1383,-355.090799560547,1.0454,355.07576171875,1.0454,-355.078677978516,1.1822,355.071002197266,0.7523,-354.990596923828,0.894,355.055440673828,1.0015,-355.097882080078,0.9135,355.199477539063,0.6644,-355.088483886719,1.1676,355.062603759766,1.3092
-350.149080810547,0.2345,350.036721191406,0.2931,-349.946680908203,-0.1368,350.036560058594,0.4299,-349.950681152344,0.4006,350.044400634766,0.8891,-349.935080566406,0.8451,350.028922119141,0.9477,-350.1218359375,0.8745,350.0284375,1.0064,-350.12240234375,0.7767,350.042078857422,0.894,-349.954597167969,0.8598,350.030838623047,1.1431,-349.940598144531,1.0308,350.059359130859,1.065,-349.989240722656,1.1285,350.063958740234,0.8256,-350.149039306641,0.8989,350.056037597656,1.0552,-349.973918457031,0.9233,350.04587890625,0.6644,-349.963918457031,1.1383,350.042639160156,1.275
-345.032198486328,0.3615,345.114161376953,0.3615,-345.131721191406,-0.1075,345.106081542969,0.4104,-345.132761230469,0.469,345.100600585938,0.938,-345.111961669922,0.7328,345.086040039062,0.9184,-345.10419921875,0.8842,345.091159667969,1.0112,-345.105158691406,0.9086,345.074519042969,0.894,-345.127680664063,0.7865,345.08919921875,1.0405,-345.123280029297,1.0259,345.095642089844,0.9673,-345.01416015625,1.2164,345.113239746094,0.8109,-345.0133203125,0.894,345.0916796875,1.0112,-345.010559082031,1.0601,345.099517822266,0.8061,-345.143039550781,1.2018,345.105759277344,1.2018
-339.990157470703,0.3224,340.074477539063,0.3468,-339.988120117188,-0.171,340.071558837891,0.2687,-340.014720458984,0.4397,340.075003662109,0.9673,-340.000600585937,0.7914,340.067359619141,0.9673,-339.998602294922,0.9038,340.046801757812,1.0259,-339.959597167969,0.9428,340.062438964844,0.8354,-340.001080322266,1.0308,340.098120117187,1.0405,-339.999479980469,1.0308,340.100084228516,1.0112,-340.007081298828,1.065,340.094200439453,0.7474,-340.009516601563,0.9575,340.0849609375,1.1334,-340.000480957031,0.8989,340.080798339844,1.0112,-339.989721679687,1.2604,340.090358886719,1.1627
-335.064879150391,0.3859,335.034361572266,0.3322,-334.974840087891,-0.2003,335.035959472656,0.254,-334.956241455078,0.4983,335.011278076172,0.9575,-335.046560058594,0.8109,335.008200683594,0.8745,-335.06,0.8793,335.022357177734,1.0454,-335.050880126953,0.8403,335.014714355469,0.8989,-335.074639892578,0.9086,335.042198486328,1.0454,-335.072037353516,1.0259,335.040278320313,0.9086,-334.964520263672,1.0601,335.028282470703,0.7572,-334.970997314453,0.9526,335.052281494141,1.1285,-335.059920654297,0.9624,335.030677490234,0.8451,-335.048599853516,1.1822,335.016721191406,1.1773
-330.0048828125,0.381,330.103199462891,0.2589,-330.009759521484,-0.1124,330.111519775391,0.2931,-329.993359375,0.4299,330.084361572266,0.9624,-329.982961425781,0.8158,330.074241943359,0.9038,-329.999838867188,0.8109,330.061719970703,1.0943,-329.987399902344,0.6937,329.889240722656,0.8745,-330.000040283203,0.9086,330.097198486328,1.0552,-329.986079101563,1.0259,329.909284667969,0.8647,-330.023481445312,1.1773,329.900563964844,0.8403,-330.02255859375,0.9477,329.901040039062,1.0552,-330.008399658203,0.9135,329.892399902344,0.8354,-330.001118164063,1.1676,330.097279052734,1.1041
-324.918559570312,0.4299,325.012882080078,0.2638,-324.921878662109,-0.0244,324.987877197266,0.2785,-325.115961914063,0.4006,324.977839355469,0.9673,-325.095040283203,0.8598,324.974678955078,0.8061,-325.063079833984,0.9184,324.977399902344,1.0405,-325.086239013672,0.9233,324.990637207031,0.8647,-324.903720703125,0.9184,324.981916503906,1.0454,-325.112758789063,1.0357,324.999119873047,0.9917,-324.924041748047,1.0747,324.984957275391,0.85,-324.947081298828,0.7816,325.000600585937,1.0064,-325.102321777344,0.9282,324.992559814453,0.9135,-324.916319580078,1.1138,324.987319335938,1.1334
